# Created by Octave 3.2.4, Fri Jun 07 12:01:03 2013 ART <ulises@ulises-W240HU-W250HUQ>
# name: Q
# type: matrix
# rows: 100
# columns: 2
 6.283185307179587e-05 4.958674086887934e-05
 0.0001256637061435917 0.0001123586584078658
 0.0001884955592153876 0.0001751728159934484
 0.0002513274122871835 0.0002380048454483191
 0.0003141592653589794 0.0003008423237925596
 0.0003769911184307752 0.00036366891111468
 0.0004398229715025711 0.000426479197250871
 0.000502654824574367 0.0004892935831732211
 0.0005654866776461628 0.0005521145339119792
 0.0006283185307179587 0.0006149382055779441
 0.0006911503837897545 0.0006777685021898834
 0.0007539822368615504 0.0007405954592824555
 0.0008168140899333464 0.0008034263044622611
 0.0008796459430051422 0.0008662613829470961
 0.0009424777960769379 0.0009290946886651872
 0.001005309649148734 0.0009919284704059167
 0.00106814150222053 0.001054770633425844
 0.001130973355292326 0.001117609434830285
 0.001193805208364121 0.001180439399916623
 0.001256637061435917 0.001243270172607452
 0.001319468914507713 0.001306108636718268
 0.001382300767579509 0.001368937347252538
 0.001445132620651305 0.001431772379890766
 0.001507964473723101 0.001494603225637925
 0.001570796326794897 0.00155742954602271
 0.001633628179866693 0.001620262845207965
 0.001696460032938488 0.001683100011692533
 0.001759291886010284 0.001745929500806472
 0.00182212373908208 0.001808760033486905
 0.001884955592153876 0.00187159269531374
 0.001947787445225672 0.001934429877509075
 0.002010619298297468 0.001997253093276228
 0.002073451151369264 0.002060088557734769
 0.00213628300444106 0.002122919112168173
 0.002199114857512855 0.002185750738653025
 0.002261946710584651 0.00224859073776831
 0.002324778563656447 0.002311422017556148
 0.002387610416728243 0.00237425259460196
 0.002450442269800039 0.002437078280595939
 0.002513274122871835 0.002499908857963197
 0.00257610597594363 0.002562741175584561
 0.002638937829015427 0.002625586786979226
 0.002701769682087222 0.002688413515724112
 0.002764601535159018 0.002751247945995005
 0.002827433388230814 0.002814072230838572
 0.00289026524130261 0.002876915394455352
 0.002953097094374406 0.002939743518555085
 0.003015928947446202 0.003002570252800283
 0.003078760800517997 0.003065410614029169
 0.003141592653589793 0.003128228601641483
 0.003204424506661589 0.003191074557376414
 0.003267256359733386 0.003253893935355468
 0.003330088212805181 0.003316739189940431
 0.003392920065876977 0.003379572554973053
 0.003455751918948773 0.003442391931125093
 0.003518583772020569 0.003505234378730828
 0.003581415625092364 0.003568060041428138
 0.00364424747816416 0.003630887104723592
 0.003707079331235956 0.003693735143529326
 0.003769911184307752 0.003756562195841036
 0.003832743037379548 0.003819387499306851
 0.003895574890451343 0.003882231687170605
 0.00395840674352314 0.003945050687945971
 0.004021238596594936 0.004007887172354
 0.004084070449666731 0.004070718408653534
 0.004146902302738527 0.004133543346805551
 0.004209734155810323 0.004196384366980169
 0.004272566008882119 0.004259217692441003
 0.004335397861953915 0.004322042269343754
 0.004398229715025711 0.004384881532276486
 0.004461061568097507 0.004447710649340436
 0.004523893421169303 0.004510553753157484
 0.004586725274241098 0.004573385310957238
 0.004649557127312894 0.004636204269911332
 0.00471238898038469 0.004699035819512001
 0.004775220833456485 0.004761879958024828
 0.004838052686528282 0.004824709748263686
 0.004900884539600078 0.004887524145524298
 0.004963716392671874 0.004950377365944565
 0.00502654824574367 0.005013186505357348
 0.005089380098815465 0.00507603446670148
 0.00515221195188726 0.005138864935011108
 0.005215043804959058 0.00520170589634655
 0.005277875658030853 0.005264527956467292
 0.005340707511102649 0.005327359810617944
 0.005403539364174445 0.005390201456250504
 0.00546637121724624 0.005453022452619894
 0.005529203070318036 0.005515852542302123
 0.005592034923389833 0.00557869172336748
 0.005654866776461628 0.005641508507388103
 0.005717698629533424 0.005704365523865464
 0.00578053048260522 0.005767199441871679
 0.005843362335677015 0.005830009205926497
 0.005906194188748812 0.005892859560007501
 0.005969026041820607 0.005955685060189195
 0.006031857894892403 0.006018518256404589
 0.006094689747964199 0.006081359147615954
 0.006157521601035994 0.006144173429786389
 0.006220353454107791 0.006206994712141634
 0.006283185307179587 0.006269822985836874
